date,open,high,low,close,volume,quoteVolume
"20/03/2021, 19:00:00",59032.02000000,59297.00000000,59019.00000000,59138.44000000,1417.88486700,83895162.59915379
"20/03/2021, 20:00:00",59138.43000000,59474.89000000,59104.28000000,59173.03000000,1437.47696500,85219757.78372868
"20/03/2021, 21:00:00",59173.03000000,59424.73000000,59134.89000000,59272.82000000,1012.05506600,59990429.45451150
"20/03/2021, 22:00:00",59272.83000000,59381.70000000,58131.55000000,58519.84000000,3576.51468400,209782761.79146679
"20/03/2021, 23:00:00",58519.77000000,58782.77000000,58371.01000000,58728.76000000,935.90892000,54866148.76920476
"21/03/2021, 00:00:00",58728.75000000,58800.00000000,58370.65000000,58503.01000000,1162.19642700,68105272.24163728
"21/03/2021, 01:00:00",58503.01000000,58525.96000000,57966.85000000,58102.28000000,2245.13478300,130783333.66939774
"21/03/2021, 02:00:00",58100.02000000,58589.10000000,57811.41000000,58331.43000000,2342.92980100,136538084.48522659
"21/03/2021, 03:00:00",58331.42000000,58463.99000000,58091.02000000,58180.00000000,953.47411000,55562369.53512714
"21/03/2021, 04:00:00",58179.99000000,58180.00000000,57480.00000000,57615.32000000,2283.57109300,131982856.29604345
"21/03/2021, 05:00:00",57615.33000000,57856.42000000,57363.07000000,57790.00000000,1761.74702000,101663371.52994261
"21/03/2021, 06:00:00",57790.00000000,57797.45000000,56717.81000000,56909.83000000,3073.16835200,175780313.09631984
"21/03/2021, 07:00:00",56911.99000000,57242.59000000,56856.66000000,57129.99000000,1641.05936900,93655921.94588568
